,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
290618,9,1,2014-11-03,11562,894,1,1,0,0
290615,6,1,2014-11-03,7869,819,1,1,0,0
290616,7,1,2014-11-03,12623,1220,1,1,0,0
290617,8,1,2014-11-03,9844,1019,1,1,0,0
290614,5,1,2014-11-03,8274,792,1,1,0,0
289675,1,2,2014-11-04,5253,586,1,1,0,0
289676,2,2,2014-11-04,7015,724,1,1,0,0
289677,3,2,2014-11-04,9863,940,1,1,0,0
289678,4,2,2014-11-04,11285,1533,1,1,0,0
289680,6,2,2014-11-04,6367,711,1,1,0,0
289681,7,2,2014-11-04,11121,1097,1,1,0,0
289682,8,2,2014-11-04,7805,880,1,1,0,0
289683,9,2,2014-11-04,8544,695,1,1,0,0
289679,5,2,2014-11-04,6836,708,1,1,0,0
288742,3,3,2014-11-05,9172,892,1,1,0,0
288740,1,3,2014-11-05,4838,539,1,1,0,0
288741,2,3,2014-11-05,7142,797,1,1,0,0
288743,4,3,2014-11-05,11232,1426,1,1,0,0
288748,9,3,2014-11-05,8249,700,1,1,0,0
288745,6,3,2014-11-05,6742,694,1,1,0,0
288746,7,3,2014-11-05,8842,868,1,1,0,0
288747,8,3,2014-11-05,6603,756,1,1,0,0
288744,5,3,2014-11-05,5913,674,1,1,0,0
287807,3,4,2014-11-06,8072,832,1,1,0,0
287805,1,4,2014-11-06,4785,527,1,1,0,0
287806,2,4,2014-11-06,6307,630,1,1,0,0
287808,4,4,2014-11-06,9461,1329,1,1,0,0
287809,5,4,2014-11-06,5264,540,1,1,0,0
287810,6,4,2014-11-06,5599,597,1,1,0,0
287811,7,4,2014-11-06,9743,1068,1,1,0,0
287812,8,4,2014-11-06,7378,935,1,1,0,0
287813,9,4,2014-11-06,7437,667,1,1,0,0
286878,9,5,2014-11-07,7416,652,1,1,0,0
286877,8,5,2014-11-07,7069,811,1,1,0,0
286876,7,5,2014-11-07,10087,1023,1,1,0,0
286875,6,5,2014-11-07,5642,612,1,1,0,0
286874,5,5,2014-11-07,5284,592,1,1,0,0
286873,4,5,2014-11-07,11209,1458,1,1,0,0
286872,3,5,2014-11-07,8091,840,1,1,0,0
286871,2,5,2014-11-07,5445,590,1,1,0,0
286870,1,5,2014-11-07,5220,582,1,1,0,0
285935,1,6,2014-11-08,4720,546,1,0,0,0
285936,2,6,2014-11-08,3311,368,1,0,0,0
285937,3,6,2014-11-08,4055,477,1,0,0,0
285938,4,6,2014-11-08,10208,1409,1,0,0,0
285940,6,6,2014-11-08,3750,399,1,0,0,0
285941,7,6,2014-11-08,6506,709,1,0,0,0
285942,8,6,2014-11-08,3274,445,1,0,0,0
285939,5,6,2014-11-08,2280,244,1,0,0,0
285943,9,6,2014-11-08,7459,633,1,0,0,0
285004,5,7,2014-11-09,0,0,0,0,0,0
285008,9,7,2014-11-09,0,0,0,0,0,0
285007,8,7,2014-11-09,0,0,0,0,0,0
285006,7,7,2014-11-09,0,0,0,0,0,0
285005,6,7,2014-11-09,0,0,0,0,0,0
285003,4,7,2014-11-09,0,0,0,0,0,0
285002,3,7,2014-11-09,0,0,0,0,0,0
285001,2,7,2014-11-09,0,0,0,0,0,0
285000,1,7,2014-11-09,0,0,0,0,0,0
284066,2,1,2014-11-10,6423,690,1,1,0,0
284067,3,1,2014-11-10,8533,831,1,1,0,0
284065,1,1,2014-11-10,5474,578,1,1,0,0
284068,4,1,2014-11-10,10593,1442,1,1,0,0
284073,9,1,2014-11-10,9128,736,1,1,0,0
284070,6,1,2014-11-10,6107,677,1,1,0,0
284071,7,1,2014-11-10,10223,1011,1,1,0,0
284072,8,1,2014-11-10,8504,913,1,1,0,0
284069,5,1,2014-11-10,6540,689,1,1,0,0
283130,1,2,2014-11-11,4479,555,1,1,0,0
283131,2,2,2014-11-11,5651,601,1,1,0,0
283132,3,2,2014-11-11,8708,879,1,1,0,0
283133,4,2,2014-11-11,8794,1296,1,1,0,0
283135,6,2,2014-11-11,6272,658,1,1,0,0
283136,7,2,2014-11-11,9776,1048,1,1,0,0
283137,8,2,2014-11-11,7782,875,1,1,0,0
283138,9,2,2014-11-11,7003,603,1,1,0,0
283134,5,2,2014-11-11,5736,623,1,1,0,0
282197,3,3,2014-11-12,7839,809,1,1,0,0
282195,1,3,2014-11-12,4677,533,1,1,0,0
282196,2,3,2014-11-12,6818,776,1,1,0,0
282198,4,3,2014-11-12,9340,1306,1,1,0,0
282203,9,3,2014-11-12,6758,587,1,1,0,0
282200,6,3,2014-11-12,5621,619,1,1,0,0
282201,7,3,2014-11-12,8169,857,1,1,0,0
282202,8,3,2014-11-12,7146,773,1,1,0,0
282199,5,3,2014-11-12,5903,711,1,1,0,0
281261,2,4,2014-11-13,5009,624,1,1,0,0
281260,1,4,2014-11-13,3869,471,1,1,0,0
281262,3,4,2014-11-13,7560,800,1,1,0,0
281263,4,4,2014-11-13,10102,1355,1,1,0,0
281264,5,4,2014-11-13,5013,576,1,1,0,0
281265,6,4,2014-11-13,5424,623,1,1,0,0
281266,7,4,2014-11-13,7935,880,1,1,0,0
281267,8,4,2014-11-13,7844,954,1,1,0,0
281268,9,4,2014-11-13,7101,625,1,1,0,0
280326,2,5,2014-11-14,4655,560,1,1,0,0
280327,3,5,2014-11-14,7836,778,1,1,0,0
280328,4,5,2014-11-14,9790,1337,1,1,0,0
280325,1,5,2014-11-14,5334,603,1,1,0,0
280330,6,5,2014-11-14,5662,673,1,1,0,0
280331,7,5,2014-11-14,9936,1022,1,1,0,0
280332,8,5,2014-11-14,5749,724,1,1,0,0
280333,9,5,2014-11-14,8325,660,1,1,0,0
280329,5,5,2014-11-14,5199,568,1,1,0,0
279390,1,6,2014-11-15,4967,614,1,0,0,0
279391,2,6,2014-11-15,2979,373,1,0,0,0
279392,3,6,2014-11-15,4397,515,1,0,0,0
279393,4,6,2014-11-15,11185,1512,1,0,0,0
279394,5,6,2014-11-15,2146,259,1,0,0,0
279396,7,6,2014-11-15,6225,650,1,0,0,0
279397,8,6,2014-11-15,3583,445,1,0,0,0
279398,9,6,2014-11-15,6430,570,1,0,0,0
279395,6,6,2014-11-15,3460,442,1,0,0,0
278455,1,7,2014-11-16,0,0,0,0,0,0
278457,3,7,2014-11-16,0,0,0,0,0,0
278458,4,7,2014-11-16,0,0,0,0,0,0
278456,2,7,2014-11-16,0,0,0,0,0,0
278460,6,7,2014-11-16,0,0,0,0,0,0
278461,7,7,2014-11-16,0,0,0,0,0,0
278462,8,7,2014-11-16,0,0,0,0,0,0
278463,9,7,2014-11-16,0,0,0,0,0,0
278459,5,7,2014-11-16,0,0,0,0,0,0
277522,3,1,2014-11-17,5935,718,1,0,0,0
277520,1,1,2014-11-17,3582,491,1,0,0,0
277521,2,1,2014-11-17,4157,552,1,0,0,0
277523,4,1,2014-11-17,9376,1299,1,0,0,0
277528,9,1,2014-11-17,6184,616,1,0,0,0
277525,6,1,2014-11-17,5220,613,1,0,0,0
277526,7,1,2014-11-17,8561,958,1,0,0,0
277527,8,1,2014-11-17,6416,812,1,0,0,0
277524,5,1,2014-11-17,4564,594,1,0,0,0
276586,2,2,2014-11-18,3468,411,1,0,0,0
276587,3,2,2014-11-18,5195,659,1,0,0,0
276588,4,2,2014-11-18,8331,1155,1,0,0,0
276585,1,2,2014-11-18,3890,529,1,0,0,0
276590,6,2,2014-11-18,4747,605,1,0,0,0
276591,7,2,2014-11-18,8339,946,1,0,0,0
276592,8,2,2014-11-18,5834,766,1,0,0,0
276593,9,2,2014-11-18,6167,579,1,0,0,0
276589,5,2,2014-11-18,4530,586,1,0,0,0
275658,9,3,2014-11-19,6112,584,1,0,0,0
275657,8,3,2014-11-19,5376,684,1,0,0,0
275656,7,3,2014-11-19,7300,822,1,0,0,0
275655,6,3,2014-11-19,0,0,0,0,a,0
275654,5,3,2014-11-19,0,0,0,0,a,0
275653,4,3,2014-11-19,7898,1161,1,0,0,0
275652,3,3,2014-11-19,5490,684,1,0,0,0
275651,2,3,2014-11-19,5091,674,1,0,0,0
275650,1,3,2014-11-19,3894,494,1,0,0,0
274716,2,4,2014-11-20,4527,535,1,0,0,0
274717,3,4,2014-11-20,6019,734,1,0,0,0
274715,1,4,2014-11-20,4963,635,1,0,0,0
274718,4,4,2014-11-20,7866,1184,1,0,0,0
274723,9,4,2014-11-20,5561,520,1,0,0,0
274720,6,4,2014-11-20,5616,652,1,0,0,0
274721,7,4,2014-11-20,7272,834,1,0,0,0
274722,8,4,2014-11-20,5759,796,1,0,0,0
274719,5,4,2014-11-20,5291,624,1,0,0,0
273788,9,5,2014-11-21,6359,596,1,0,0,0
273787,8,5,2014-11-21,4958,620,1,0,0,0
273786,7,5,2014-11-21,7806,926,1,0,0,0
273785,6,5,2014-11-21,4561,574,1,0,0,0
273784,5,5,2014-11-21,4456,539,1,0,0,0
273783,4,5,2014-11-21,8319,1217,1,0,0,0
273782,3,5,2014-11-21,5865,737,1,0,0,0
273781,2,5,2014-11-21,3978,472,1,0,0,0
273780,1,5,2014-11-21,4594,570,1,0,0,0
272845,1,6,2014-11-22,5849,678,1,0,0,0
272846,2,6,2014-11-22,3085,367,1,0,0,0
272847,3,6,2014-11-22,3989,467,1,0,0,0
272848,4,6,2014-11-22,10552,1509,1,0,0,0
272850,6,6,2014-11-22,3562,418,1,0,0,0
272851,7,6,2014-11-22,6059,611,1,0,0,0
272852,8,6,2014-11-22,3591,418,1,0,0,0
272849,5,6,2014-11-22,2225,223,1,0,0,0
272853,9,6,2014-11-22,6619,606,1,0,0,0
271914,5,7,2014-11-23,0,0,0,0,0,0
271918,9,7,2014-11-23,0,0,0,0,0,0
271917,8,7,2014-11-23,0,0,0,0,0,0
271916,7,7,2014-11-23,0,0,0,0,0,0
271915,6,7,2014-11-23,0,0,0,0,0,0
271913,4,7,2014-11-23,0,0,0,0,0,0
271912,3,7,2014-11-23,0,0,0,0,0,0
271911,2,7,2014-11-23,0,0,0,0,0,0
271910,1,7,2014-11-23,0,0,0,0,0,0
270976,2,1,2014-11-24,7038,696,1,1,0,0
270977,3,1,2014-11-24,8886,855,1,1,0,0
270975,1,1,2014-11-24,6527,694,1,1,0,0
270978,4,1,2014-11-24,12053,1541,1,1,0,0
270983,9,1,2014-11-24,9911,800,1,1,0,0
270980,6,1,2014-11-24,7877,779,1,1,0,0
270981,7,1,2014-11-24,11482,1134,1,1,0,0
270982,8,1,2014-11-24,9339,966,1,1,0,0
270979,5,1,2014-11-24,7528,737,1,1,0,0
270040,1,2,2014-11-25,5815,610,1,1,0,0
270041,2,2,2014-11-25,6511,632,1,1,0,0
270042,3,2,2014-11-25,8577,875,1,1,0,0
270043,4,2,2014-11-25,11402,1430,1,1,0,0
270045,6,2,2014-11-25,6974,731,1,1,0,0
270046,7,2,2014-11-25,11391,1143,1,1,0,0
270047,8,2,2014-11-25,7840,853,1,1,0,0
270048,9,2,2014-11-25,7689,678,1,1,0,0
270044,5,2,2014-11-25,6338,641,1,1,0,0
269107,3,3,2014-11-26,8397,837,1,1,0,0
269105,1,3,2014-11-26,5328,611,1,1,0,0
269106,2,3,2014-11-26,7588,828,1,1,0,0
269108,4,3,2014-11-26,10083,1291,1,1,0,0
269113,9,3,2014-11-26,7164,587,1,1,0,0
269110,6,3,2014-11-26,5855,630,1,1,0,0
269111,7,3,2014-11-26,10756,1002,1,1,0,0
269112,8,3,2014-11-26,8065,839,1,1,0,0
269109,5,3,2014-11-26,6187,688,1,1,0,0
268171,2,4,2014-11-27,6119,644,1,1,0,0
268170,1,4,2014-11-27,6144,668,1,1,0,0
268172,3,4,2014-11-27,8508,896,1,1,0,0
268173,4,4,2014-11-27,10512,1344,1,1,0,0
268174,5,4,2014-11-27,5670,589,1,1,0,0
268175,6,4,2014-11-27,6392,670,1,1,0,0
268176,7,4,2014-11-27,10409,1064,1,1,0,0
268177,8,4,2014-11-27,9182,956,1,1,0,0
268178,9,4,2014-11-27,7656,666,1,1,0,0
267236,2,5,2014-11-28,6062,608,1,1,0,0
267237,3,5,2014-11-28,9700,953,1,1,0,0
267238,4,5,2014-11-28,13832,1649,1,1,0,0
267235,1,5,2014-11-28,7195,711,1,1,0,0
267240,6,5,2014-11-28,7168,757,1,1,0,0
267241,7,5,2014-11-28,13668,1212,1,1,0,0
267242,8,5,2014-11-28,8094,812,1,1,0,0
267243,9,5,2014-11-28,9248,740,1,1,0,0
267239,5,5,2014-11-28,6875,689,1,1,0,0
266300,1,6,2014-11-29,7066,749,1,0,0,0
266301,2,6,2014-11-29,3424,372,1,0,0,0
266302,3,6,2014-11-29,6702,723,1,0,0,0
266303,4,6,2014-11-29,14052,1813,1,0,0,0
266304,5,6,2014-11-29,2435,270,1,0,0,0
266306,7,6,2014-11-29,8884,791,1,0,0,0
266307,8,6,2014-11-29,5052,542,1,0,0,0
266308,9,6,2014-11-29,9096,716,1,0,0,0
266305,6,6,2014-11-29,5105,494,1,0,0,0
265365,1,7,2014-11-30,0,0,0,0,0,0
265367,3,7,2014-11-30,0,0,0,0,0,0
265368,4,7,2014-11-30,0,0,0,0,0,0
265366,2,7,2014-11-30,0,0,0,0,0,0
265370,6,7,2014-11-30,0,0,0,0,0,0
265371,7,7,2014-11-30,0,0,0,0,0,0
265372,8,7,2014-11-30,0,0,0,0,0,0
265373,9,7,2014-11-30,0,0,0,0,0,0
265369,5,7,2014-11-30,0,0,0,0,0,0
264432,3,1,2014-12-01,10369,962,1,1,0,0
264430,1,1,2014-12-01,7380,723,1,1,0,0
264431,2,1,2014-12-01,8674,783,1,1,0,0
264433,4,1,2014-12-01,12359,1608,1,1,0,0
264438,9,1,2014-12-01,10854,800,1,1,0,0
264435,6,1,2014-12-01,7638,788,1,1,0,0
264436,7,1,2014-12-01,14130,1230,1,1,0,0
264437,8,1,2014-12-01,10924,1043,1,1,0,0
264434,5,1,2014-12-01,8580,783,1,1,0,0
263496,2,2,2014-12-02,7664,751,1,1,0,0
263497,3,2,2014-12-02,9044,932,1,1,0,0
263498,4,2,2014-12-02,11114,1456,1,1,0,0
263495,1,2,2014-12-02,6467,717,1,1,0,0
263500,6,2,2014-12-02,7092,700,1,1,0,0
263501,7,2,2014-12-02,13115,1187,1,1,0,0
263502,8,2,2014-12-02,8470,871,1,1,0,0
263503,9,2,2014-12-02,8378,684,1,1,0,0
263499,5,2,2014-12-02,7180,688,1,1,0,0
262568,9,3,2014-12-03,7785,633,1,1,0,0
262567,8,3,2014-12-03,7504,751,1,1,0,0
262566,7,3,2014-12-03,10229,914,1,1,0,0
262565,6,3,2014-12-03,6906,670,1,1,0,0
262564,5,3,2014-12-03,6096,652,1,1,0,0
262563,4,3,2014-12-03,11716,1429,1,1,0,0
262562,3,3,2014-12-03,9694,962,1,1,0,0
262561,2,3,2014-12-03,7533,769,1,1,0,0
262560,1,3,2014-12-03,6454,695,1,1,0,0
261626,2,4,2014-12-04,6661,670,1,1,0,0
261627,3,4,2014-12-04,8766,935,1,1,0,0
261625,1,4,2014-12-04,7016,681,1,1,0,0
261628,4,4,2014-12-04,10657,1350,1,1,0,0
261633,9,4,2014-12-04,7665,637,1,1,0,0
261630,6,4,2014-12-04,6371,711,1,1,0,0
261631,7,4,2014-12-04,11994,1069,1,1,0,0
261632,8,4,2014-12-04,8417,896,1,1,0,0
261629,5,4,2014-12-04,5792,602,1,1,0,0
260698,9,5,2014-12-05,8834,723,1,1,0,0
260697,8,5,2014-12-05,8258,879,1,1,0,0
260696,7,5,2014-12-05,15268,1317,1,1,0,0
260695,6,5,2014-12-05,8320,823,1,1,0,0
260694,5,5,2014-12-05,7606,744,1,1,0,0
260693,4,5,2014-12-05,11831,1574,1,1,0,0
260692,3,5,2014-12-05,10190,1096,1,1,0,0
260691,2,5,2014-12-05,6385,676,1,1,0,0
260690,1,5,2014-12-05,6207,712,1,1,0,0
259755,1,6,2014-12-06,6185,746,1,0,0,0
259756,2,6,2014-12-06,2914,386,1,0,0,0
259757,3,6,2014-12-06,7669,947,1,0,0,0
259758,4,6,2014-12-06,11624,1556,1,0,0,0
259760,6,6,2014-12-06,4530,448,1,0,0,0
259761,7,6,2014-12-06,7000,739,1,0,0,0
259762,8,6,2014-12-06,5486,660,1,0,0,0
259759,5,6,2014-12-06,3054,392,1,0,0,0
259763,9,6,2014-12-06,7545,641,1,0,0,0
258824,5,7,2014-12-07,0,0,0,0,0,0
258828,9,7,2014-12-07,0,0,0,0,0,0
258827,8,7,2014-12-07,0,0,0,0,0,0
258826,7,7,2014-12-07,0,0,0,0,0,0
258825,6,7,2014-12-07,0,0,0,0,0,0
258823,4,7,2014-12-07,0,0,0,0,0,0
258822,3,7,2014-12-07,0,0,0,0,0,0
258821,2,7,2014-12-07,0,0,0,0,0,0
258820,1,7,2014-12-07,0,0,0,0,0,0
257886,2,1,2014-12-08,4821,616,1,0,0,0
257887,3,1,2014-12-08,5792,738,1,0,0,0
257885,1,1,2014-12-08,4884,610,1,0,0,0
257888,4,1,2014-12-08,9556,1310,1,0,0,0
257893,9,1,2014-12-08,7026,636,1,0,0,0
257890,6,1,2014-12-08,5859,641,1,0,0,0
257891,7,1,2014-12-08,9558,1040,1,0,0,0
257892,8,1,2014-12-08,6852,792,1,0,0,0
257889,5,1,2014-12-08,4989,598,1,0,0,0
256950,1,2,2014-12-09,4345,559,1,0,0,0
256951,2,2,2014-12-09,5264,596,1,0,0,0
256952,3,2,2014-12-09,6446,785,1,0,0,0
256953,4,2,2014-12-09,8426,1197,1,0,0,0
256955,6,2,2014-12-09,4930,612,1,0,0,0
256956,7,2,2014-12-09,8891,1013,1,0,0,0
256957,8,2,2014-12-09,6751,798,1,0,0,0
256958,9,2,2014-12-09,5380,533,1,0,0,0
256954,5,2,2014-12-09,5183,587,1,0,0,0
256017,3,3,2014-12-10,5256,635,1,0,0,0
256015,1,3,2014-12-10,4915,619,1,0,0,0
256016,2,3,2014-12-10,5830,717,1,0,0,0
256018,4,3,2014-12-10,8042,1157,1,0,0,0
256023,9,3,2014-12-10,6259,521,1,0,0,0
256020,6,3,2014-12-10,4735,569,1,0,0,0
256021,7,3,2014-12-10,7521,767,1,0,0,0
256022,8,3,2014-12-10,5649,662,1,0,0,0
256019,5,3,2014-12-10,5345,602,1,0,0,0
255082,3,4,2014-12-11,6363,723,1,0,0,0
255080,1,4,2014-12-11,5060,587,1,0,0,0
255081,2,4,2014-12-11,4629,539,1,0,0,0
255083,4,4,2014-12-11,8522,1228,1,0,0,0
255088,9,4,2014-12-11,6451,552,1,0,0,0
255085,6,4,2014-12-11,4394,544,1,0,0,0
255087,8,4,2014-12-11,6076,808,1,0,0,0
255084,5,4,2014-12-11,4929,544,1,0,0,0
255086,7,4,2014-12-11,7826,823,1,0,0,0
254153,9,5,2014-12-12,6177,485,1,0,0,0
254152,8,5,2014-12-12,5008,590,1,0,0,0
254151,7,5,2014-12-12,8593,810,1,0,0,0
254150,6,5,2014-12-12,5079,596,1,0,0,0
254149,5,5,2014-12-12,5355,583,1,0,0,0
254148,4,5,2014-12-12,8403,1249,1,0,0,0
254147,3,5,2014-12-12,5481,604,1,0,0,0
254146,2,5,2014-12-12,4407,497,1,0,0,0
254145,1,5,2014-12-12,5269,617,1,0,0,0
253210,1,6,2014-12-13,7263,850,1,0,0,0
253211,2,6,2014-12-13,3375,350,1,0,0,0
253212,3,6,2014-12-13,6621,775,1,0,0,0
253213,4,6,2014-12-13,11953,1634,1,0,0,0
253217,8,6,2014-12-13,4457,509,1,0,0,0
253215,6,6,2014-12-13,4082,401,1,0,0,0
253216,7,6,2014-12-13,7776,751,1,0,0,0
253214,5,6,2014-12-13,2572,281,1,0,0,0
253218,9,6,2014-12-13,7674,681,1,0,0,0
252277,3,7,2014-12-14,0,0,0,0,0,0
252275,1,7,2014-12-14,0,0,0,0,0,0
252276,2,7,2014-12-14,0,0,0,0,0,0
252278,4,7,2014-12-14,0,0,0,0,0,0
252280,6,7,2014-12-14,0,0,0,0,0,0
252281,7,7,2014-12-14,0,0,0,0,0,0
252282,8,7,2014-12-14,0,0,0,0,0,0
252283,9,7,2014-12-14,0,0,0,0,0,0
252279,5,7,2014-12-14,0,0,0,0,0,0
251340,1,1,2014-12-15,8069,871,1,1,0,0
251341,2,1,2014-12-15,10419,909,1,1,0,0
251342,3,1,2014-12-15,13472,1115,1,1,0,0
251343,4,1,2014-12-15,15110,1829,1,1,0,0
251344,5,1,2014-12-15,10870,907,1,1,0,0
251345,6,1,2014-12-15,9437,856,1,1,0,0
251346,7,1,2014-12-15,16763,1362,1,1,0,0
251347,8,1,2014-12-15,10956,1014,1,1,0,0
251348,9,1,2014-12-15,12767,834,1,1,0,0
250405,1,2,2014-12-16,7739,823,1,1,0,0
250406,2,2,2014-12-16,9499,866,1,1,0,0
250407,3,2,2014-12-16,13072,1204,1,1,0,0
250408,4,2,2014-12-16,12776,1581,1,1,0,0
250413,9,2,2014-12-16,10291,776,1,1,0,0
250410,6,2,2014-12-16,7723,752,1,1,0,0
250411,7,2,2014-12-16,14580,1311,1,1,0,0
250412,8,2,2014-12-16,9550,925,1,1,0,0
250409,5,2,2014-12-16,8665,764,1,1,0,0
249472,3,3,2014-12-17,10510,917,1,1,0,0
249470,1,3,2014-12-17,7523,791,1,1,0,0
249471,2,3,2014-12-17,9365,909,1,1,0,0
249473,4,3,2014-12-17,13087,1599,1,1,0,0
249474,5,3,2014-12-17,8758,799,1,1,0,0
249475,6,3,2014-12-17,7493,724,1,1,0,0
249476,7,3,2014-12-17,11707,1056,1,1,0,0
249477,8,3,2014-12-17,8282,828,1,1,0,0
249478,9,3,2014-12-17,9415,718,1,1,0,0
248543,9,4,2014-12-18,9787,753,1,1,0,0
248542,8,4,2014-12-18,9008,1021,1,1,0,0
248541,7,4,2014-12-18,12483,1165,1,1,0,0
248540,6,4,2014-12-18,7131,717,1,1,0,0
248539,5,4,2014-12-18,7726,750,1,1,0,0
248538,4,4,2014-12-18,13183,1690,1,1,0,0
248537,3,4,2014-12-18,11617,1121,1,1,0,0
248536,2,4,2014-12-18,8117,777,1,1,0,0
248535,1,4,2014-12-18,7785,841,1,1,0,0
247600,1,5,2014-12-19,7558,884,1,1,0,0
247601,2,5,2014-12-19,7574,718,1,1,0,0
247602,3,5,2014-12-19,9598,957,1,1,0,0
247603,4,5,2014-12-19,13591,1666,1,1,0,0
247605,6,5,2014-12-19,7554,748,1,1,0,0
247606,7,5,2014-12-19,11603,1112,1,1,0,0
247607,8,5,2014-12-19,7381,775,1,1,0,0
247604,5,5,2014-12-19,7085,721,1,1,0,0
247608,9,5,2014-12-19,8996,736,1,1,0,0
246669,5,6,2014-12-20,3912,346,1,0,0,0
246673,9,6,2014-12-20,9540,793,1,0,0,0
246672,8,6,2014-12-20,4339,487,1,0,0,0
246671,7,6,2014-12-20,7921,758,1,0,0,0
246670,6,6,2014-12-20,5142,468,1,0,0,0
246668,4,6,2014-12-20,13884,1741,1,0,0,0
246667,3,6,2014-12-20,8094,839,1,0,0,0
246666,2,6,2014-12-20,4553,495,1,0,0,0
246665,1,6,2014-12-20,8367,962,1,0,0,0
245731,2,7,2014-12-21,0,0,0,0,0,0
245732,3,7,2014-12-21,0,0,0,0,0,0
245730,1,7,2014-12-21,0,0,0,0,0,0
245733,4,7,2014-12-21,0,0,0,0,0,0
245738,9,7,2014-12-21,0,0,0,0,0,0
245735,6,7,2014-12-21,0,0,0,0,0,0
245736,7,7,2014-12-21,0,0,0,0,0,0
245737,8,7,2014-12-21,0,0,0,0,0,0
245734,5,7,2014-12-21,0,0,0,0,0,0
244795,1,1,2014-12-22,9331,1080,1,0,0,1
244796,2,1,2014-12-22,9027,924,1,0,0,1
244797,3,1,2014-12-22,11282,1209,1,0,0,1
244798,4,1,2014-12-22,14572,1878,1,0,0,1
244800,6,1,2014-12-22,9297,878,1,0,0,1
244801,7,1,2014-12-22,12528,1225,1,0,0,1
244802,8,1,2014-12-22,7248,810,1,0,0,1
244803,9,1,2014-12-22,11569,961,1,0,0,1
244799,5,1,2014-12-22,8765,950,1,0,0,1
243862,3,2,2014-12-23,12121,1352,1,0,0,1
243860,1,2,2014-12-23,7959,957,1,0,0,1
243861,2,2,2014-12-23,7557,816,1,0,0,1
243863,4,2,2014-12-23,15839,2071,1,0,0,1
243868,9,2,2014-12-23,10636,988,1,0,0,1
243865,6,2,2014-12-23,7982,889,1,0,0,1
243866,7,2,2014-12-23,14590,1364,1,0,0,1
243867,8,2,2014-12-23,7962,928,1,0,0,1
243864,5,2,2014-12-23,9164,876,1,0,0,1
242927,3,3,2014-12-24,4310,582,1,0,0,1
242925,1,3,2014-12-24,3659,421,1,0,0,1
242926,2,3,2014-12-24,2437,274,1,0,0,1
242928,4,3,2014-12-24,6551,856,1,0,0,1
242929,5,3,2014-12-24,2850,311,1,0,0,1
242930,6,3,2014-12-24,3357,355,1,0,0,1
242931,7,3,2014-12-24,5458,550,1,0,0,1
242932,8,3,2014-12-24,3738,401,1,0,0,1
242933,9,3,2014-12-24,4885,499,1,0,0,1
241998,9,4,2014-12-25,0,0,0,0,c,1
241997,8,4,2014-12-25,0,0,0,0,c,1
241996,7,4,2014-12-25,0,0,0,0,c,1
241995,6,4,2014-12-25,0,0,0,0,c,1
241994,5,4,2014-12-25,0,0,0,0,c,1
241993,4,4,2014-12-25,0,0,0,0,c,1
241992,3,4,2014-12-25,0,0,0,0,c,1
241991,2,4,2014-12-25,0,0,0,0,c,1
241990,1,4,2014-12-25,0,0,0,0,c,1
241055,1,5,2014-12-26,0,0,0,0,c,1
241056,2,5,2014-12-26,0,0,0,0,c,1
241057,3,5,2014-12-26,0,0,0,0,c,1
241058,4,5,2014-12-26,0,0,0,0,c,1
241060,6,5,2014-12-26,0,0,0,0,c,1
241061,7,5,2014-12-26,0,0,0,0,c,1
241062,8,5,2014-12-26,0,0,0,0,c,1
241059,5,5,2014-12-26,0,0,0,0,c,1
241063,9,5,2014-12-26,0,0,0,0,c,1
240124,5,6,2014-12-27,2847,317,1,0,0,0
240128,9,6,2014-12-27,6096,537,1,0,0,0
240127,8,6,2014-12-27,3806,502,1,0,0,0
240126,7,6,2014-12-27,8882,917,1,0,0,0
240125,6,6,2014-12-27,3990,432,1,0,0,0
240123,4,6,2014-12-27,12724,1693,1,0,0,0
240122,3,6,2014-12-27,4825,569,1,0,0,0
240121,2,6,2014-12-27,3934,457,1,0,0,0
240120,1,6,2014-12-27,6057,684,1,0,0,1
239186,2,7,2014-12-28,0,0,0,0,0,0
239187,3,7,2014-12-28,0,0,0,0,0,0
239185,1,7,2014-12-28,0,0,0,0,0,1
239188,4,7,2014-12-28,0,0,0,0,0,0
239193,9,7,2014-12-28,0,0,0,0,0,0
239190,6,7,2014-12-28,0,0,0,0,0,0
239191,7,7,2014-12-28,0,0,0,0,0,0
239192,8,7,2014-12-28,0,0,0,0,0,0
239189,5,7,2014-12-28,0,0,0,0,0,0
238250,1,1,2014-12-29,6463,700,1,0,0,1
238251,2,1,2014-12-29,5999,662,1,0,0,1
238252,3,1,2014-12-29,8788,941,1,0,0,1
238253,4,1,2014-12-29,13543,1759,1,0,0,1
238255,6,1,2014-12-29,5223,595,1,0,0,1
238256,7,1,2014-12-29,11145,1162,1,0,0,1
238257,8,1,2014-12-29,7086,799,1,0,0,1
238258,9,1,2014-12-29,7684,667,1,0,0,1
238254,5,1,2014-12-29,4646,573,1,0,0,1
237317,3,2,2014-12-30,8376,957,1,0,0,1
237315,1,2,2014-12-30,6466,703,1,0,0,1
237316,2,2,2014-12-30,5513,632,1,0,0,1
237318,4,2,2014-12-30,16860,2075,1,0,0,1
237323,9,2,2014-12-30,7903,668,1,0,0,1
237320,6,2,2014-12-30,5044,598,1,0,0,1
237321,7,2,2014-12-30,10690,1177,1,0,0,1
237322,8,2,2014-12-30,6463,759,1,0,0,1
